age,N,V95,plon,plat,mean_K,mean_csd,mean_E,elong,mean_age
60.0,751.2,1.2454847655723738,38.3660787340512,-72.35871999198963,16.20968332176789,20.12198598020508,1.1230542977230678,4.417587004345678,62.76057701678011
70.0,766.9,0.9540387109722361,39.18989738987698,-72.27906993674483,17.286220863479805,19.48813067074036,1.1267623035268781,5.364022371713958,64.47008231806302
80.0,292.3,0.9809491371343391,49.784805573744784,-71.64020262186234,35.95896037083827,13.527185346802511,1.2440771761842586,2.8340063203983528,82.75181068021843
90.0,344.1,1.4816726034361927,65.26965741021364,-69.13728697848683,28.935784406978776,15.07890419254347,1.25445801380414,2.301089928540535,89.22685216173389
100.0,144.5,2.323084665630279,75.96584312781367,-65.96340356566527,25.955440717220494,15.944270032112465,1.2437969935657112,1.3733824113572193,92.73598075728344
