age,N,V95,plon,plat,mean_K,mean_csd,mean_E,elong,mean_age
60.0,787.9,1.420504941107353,38.6159321282841,-72.8340847616189,16.664402268932395,19.846366302980762,1.107072880874735,8.041243156066459,62.76149495616996
70.0,828.0,1.3090076210755384,39.97543942546325,-73.03487303539987,17.642728662858964,19.290506582415325,1.1125703863466105,6.9730746780378565,64.98980994442081
80.0,348.2,1.7062934621412058,51.411527610450804,-72.48868818558817,30.099030607943085,14.791258351849384,1.0940267591980024,1.6387863200112567,82.0368463596546
90.0,399.9,1.9080575486989748,64.59850937791286,-68.48451154100941,24.851157321381088,16.26464311006129,1.1687689337213105,5.861047358582362,89.39151681247901
100.0,180.9,2.9588559189776698,72.35306418266401,-64.94417057511517,21.209456908175266,17.653879406007484,1.2223065783312292,11.98618603221744,93.17922127141364
